"","score","text"
"2781",-1,"christianpost reiterated position abort legal thru full term pregnancy rd debate"
"2782",0,"wikileak release email part"
"2783",0,"politweecs reveal americafirst nuclear response time debate"
"2784",0,"nitrouso hereby aussie perspective recent nato buildup russian border wukraine"
"2785",0,"release email part wikileak"
"2786",0," hillaryforprison billclintonrapist"
"2787",0,"ntrvl cnnbrk maddow msnbc nastywomen debatenight trumpisunfit stro"
"2788",-1,"must see video unfit servant trumpbookreport hillaryshealth hillaryseizures "
"2789",3,"dvatw poll point win bit like poll point remain win euref"
"2790",1,"course leftistloons like anythi"
"2791",0,"washington move silence wikileak debatenight debate socialismvswar"
"2792",0,"let known nastywoman nicola"
"2793",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2794",-1,"vividly defended idea lateterm partialbirth abort boldly took st"
"2795",0,"politweecs reveal americafirst nuclear response time debate"
"2796",-1,"understanding hillaryclintona email scandal trumppence dtmag trumpbookreport presidenttrump"
"2797",0,"judymorris expose foundation ties suspected human organ trafficker clintonfoundation"
"2798",0,"conservative scotus justice scalia like assassinated wikileak hillaryvstrump"
"2799",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2800",0,"wikileak release email part"
"2801",1,"caseyparksit drjillstein least theyd honest leftist ideologies snake"
"2802",-1," woman insult us ladies heard women"
"2803",0,"release email part veganvecoh"
"2804",-1,"vividly defended idea lateterm partialbirth abort boldly took st"
"2805",-1,"separate falling right lap another failure state philippines"
"2806",0,"ibdeditorials media arent favor theyre intent inciting public hatred"
"2807",0,"politweecs point az poll interview nearly twice manipo democrat republican"
"2808",0,"wikileak release email part"
"2809",0,"thatcher dnc democrat usa politi"
"2810",0,"womenbernietx release email part jenajorda"
"2811",-1,"washtimes email show concern inside camp trade access foreign donated h"
"2812",0,"vickybrush gave away another usa secret debate time world pls vote hillar"
"2813",0,"wikileak release email part"
"2814",-1,"teamtrumpco choo choo brakes even nastywoman stuck crossing woman millennial latinos basem"
"2815",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2816",0,"yassssss vicentefernandez billclinton liliestefan"
"2817",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2818",-1,"representpledge hillaryclintona debate answer abort need women politi askaboutabo"
"2819",0,"torontostar"
"2820",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2821",0,"wikileak release email part new email h"
"2822",-2,"ibdeditorials debate hard time explain away foundation scandal see"
"2823",1,"kaylaregan honest without jkrowling perfectlysaid imwither"
"2824",0," debatenight debate wakeupamerica draintheswamp november th will vote"
"2825",2,"ptbreakfast women right human right bpfa un voteftw globalgoals goal debatenight"
"2826",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2827",0,"tbe people vote hillarious need learn economics vote demand"
"2828",0,"wikileak release email part new email"
"2829",0,"cant compare year experience year experience shes reading potus"
"2830",0,"jakublisa us notice gone follow obamacare footprints absent"
"2831",1,"jamesokeefeiii wonder tucks tail run video full inconvenient truth sayno"
"2832",1,"realscotternst dem enlisted mileycyrus millennial women vote bc mc great role model cl"
"2833",0,"ntrvl cnnbrk maddow msnbc nastywomen debatenight trumpisunfit stro"
"2834",0,"seen tshirt debate"
"2835",3,"mileycyrus volunteer now clean wholesome american girl yeah right"
"2836",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2837",0,"pinkspolitics will vote cspan debate elect"
"2838",-1,"tbe never think let people go raise tax costofliving crook"
"2839",0,"politweecs point az poll interview nearly twice manipo democrat republican"
"2840",0,"wikileak release email part new email"
"2841",0,"wikileak release email part"
"2842",0,"sarahgilbert thetalkcbs merica elect"
"2843",1,"ajderaaf according nytimes chance win presidencial"
"2844",0,"release email part morgansparhawk"
"2845",0,"uhhhh surprise"
"2846",0,"tbe people vote hillarious need learn economics vote demand"
"2847",0,"wikileak release email part almost new email podestae"
"2848",-1,"violence rallies fight mess fight fight hacker berniesanders universe college"
"2849",0,"hillaryclintonforprison hillaryshealth hillaryliar crookedmedia drudgereport"
"2850",0,"realscotternst hillaryclintona role model young women lenadunham sarahsilverman mileycyrus"
"2851",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2852",0,"grrrgraphics new cartoon debatenight third round trumpbookreport riggedelection"
"2853",1,"pollhq trust debate"
"2854",0,"release email part kreativekonnect"
"2855",0,"wikileak release email part"
"2856",1,"wyer greenstarparadx ruthie like"
"2857",-1,"vividly defended idea lateterm partialbirth abort boldly took st"
"2858",0,"baredowncb campaign amount "
"2859",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2860",0,"peaches politicsillustr say one thing voter something difference donors behind close doors"
"2861",-1,"govpencein fed hate think gousa"
"2862",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2863",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2864",0,"bannerite nastywoman nastywoman vote mail october"
"2865",0,"wikileak release email part"
"2866",0,"dailypollsx will vote presidencial retweet poll dailypoll debatenight elect"
"2867",3,"pomarosarvpark wear white look like angel excellent usage psychology"
"2868",0,"lmshowcom y que se sueltan los meme tras el er debate entre y"
"2869",0,"rule debate"
"2870",0," hillaryforprison"
"2871",0,"hillarious system rig"
"2872",-1,"hillarious center hillarious scandal management"
"2873",0,"release email part saharahshae"
"2874",-2,"vote donaldtrumpyou promoting hillaryclintonand destruction american libertya third term disgraceful"
"2875",0,"wikileak release email part"
"2876",0,"release email part aurorab"
"2877",0,"dailypollsx will vote presidencial retweet poll dailypoll debatenight elect"
"2878",-2,"ibdeditorials debate hard time explain away foundation scandal see"
"2879",0,"campaign amount "
"2880",-1,"francisdmillet elect got stranger cnns donnabrazile ask give debate question advance htt"
"2881",-1,"huge blow madonna madonna pledges perform sex act exchange vote"
"2882",-1,"washtimes email show concern inside camp trade access foreign donated h"
"2883",0,"grrrgraphics new cartoon debatenight third round trumpbookreport riggedelection"
"2884",0,"imwither prochoice women elect mychoice"
"2885",0,"mikemtk billionaire backer want new tax funnels middle class money wallstreet vi"
"2886",0,"gotnostrings trumpbookreport dnc icecube jayz"
"2887",1," humor debate"
"2888",0,"hillarious email debate email vine kyle wauro"
"2889",2,"bobbytbd congratulations another great night debatenight hillarywon"
"2890",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2891",-2,"debate hard time explain away foundation scandal see tcot"
"2892",0,"wikileak release email part"
"2893",2,"seiu need rallies members vote partialbirth unequivocally support unions democrat"
"2894",-2,"almostjingo hard keep track lie hereby quick recap draintheswamp"
"2895",0,"wifeytv women women forever nastywoman"
"2896",0,"hey women let ass vote debate nastywomenvote"
"2897",-1,"dead deathrow thuglife westsideoutlawz"
"2898",1,"yet value better now still win vote miss vote war"
"2899",0,"freenauts clintonbodycount care black people justice danneywilliams"
"2900",1,"carolrelief doesnt influence msm ya right gotnostrings corruptmedia"
"2901",-1,"madonna offer oral sex votesis threat bigleaguetruth elect politi"
"2902",-4,"ritakatz militia blog stokes fears concern elect fraud call treason state time words past"
"2903",0,"hillarious elect politi"
"2904",-1,"amysuds ourfuturedependson put corrupt office"
"2905",-1,"twright msm refuse report huge line earlier voter know poll fake earlier voter favor tru"
"2906",0,"may nastywomen badhombres vote droves november th"
"2907",0,"hillarious elect politi"
"2908",-4,"ritakatz militia blog stokes fears concern elect fraud call treason state time words past"
"2909",0,"release email part wikileak"
"2910",0,"wikileak release email part new email"
"2911",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2912",1,"realscotternst dem enlisted mileycyrus millennial women vote bc mc great role model cl"
"2913",0,"momstrump hillarious nastywoman riggedelection rig voterfraud email wikileak debate ht"
"2914",-1,"secularkafir please watch video think funniest heartless nastywoman"
"2915",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2916",0,"grrrgraphics new cartoon debatenight third round trumpbookreport riggedelection"
"2917",-1,"twright treat people disagree"
"2918",0,"wikileak release email part new email"
"2919",0,"thisnastywomanvotes"
"2920",-1,"avoluntarist illegal read internet matter tv say wikileak"
"2921",0,"one thing notice last night debate trialed send people website fact check"
"2922",0,"wikileak release email part new email"
"2923",2,"kafostersowell regard law top secret information"
"2924",-1," shit"
"2925",-2,"bernieindiana recent began blame russia blame since deba"
"2926",3,"mileycyrus volunteer now clean wholesome american girl yeah right"
"2927",0,"nuclearresponsetime trumpbookreport"
"2928",-2,"temper temperament unfitoffice crazyhead exwife syndrome "
"2929",-3,"teamtrumpco outlets laraza judge wife link nastywoman reveal fake racism attack woman millennial"
"2930",0,"madonna promise blow job voter politi rock vote tv show music video radio newmusic"
"2931",-1,"vividly defended idea lateterm partialbirth abort boldly took st"
"2932",-1," breaking news must see undeniable proof cover ht"
"2933",0,"bannerite im nastywoman vote"
"2934",0,"release email part franginter"
"2935",0,"release email part sassafrasknob"
"2936",-1,"representpledge hillaryclintona debate answer abort need women politi askaboutabo"
"2937",0,"billion dollars lie right face million american time take back republic"
"2938",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2939",-1,"tell manipo lie doesnt know truth anymore draintheswamp voterfraud"
"2940",0,"wikileak release email part new email"
"2941",0,"defendingtheusa even trialed denials send people cause violence rallies since expose proje"
"2942",0,"wikileak release email part"
"2943",1,"won third debate magax trumppence trumptrain elect debate"
"2944",0,"truedat leadership material"
"2945",0,"wikileak release email part"
"2946",0,"release email part dreamtraveler"
"2947",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2948",0,"wifeytv women women forever nastywoman"
"2949",0,"bannerite im nastywoman vote"
"2950",0,"ntrvl cnnbrk maddow msnbc nastywomen debatenight trumpisunfit stro"
"2951",1,"ppl will vote time ever whoever win will uselection"
"2952",0,"sono sicuro che dopo le dichiarazioni di madonna bill non vede lora che arrivi il momento di votar per"
"2953",-1,"understanding hillaryclintona email scandal strongertogether fightingforus hillaryforamerica hrc"
"2954",-1,"vividly defended idea lateterm partialbirth abort boldly took st"
"2955",-2,"evil murder"
"2956",-1,"case miss last night debate think sums day left let"
"2957",0,"kaysesen now present moderate track record clear fund terrorists without regret"
