"score","text"
0,"dailypollsx vote presiden retweet poll dailypoll elect"
-3,"johnrmoffitt regularly incites polit violence serial liar con man rampant xenophobe racist misogynist"
0,"a law evidence since beginning rallies debate poll total landslide debate"
1,"say accept uselection result win reuters"
1,"say accept uselection result win reuters"
1,"jaimetennille receives ellis island medal honor natl ethnic coalition organizations w rosa parks ali"
2,"trumpapproved please make support proud alsmithdinner"
0,"fiesta de cucapa en contra de"
1,"way seem play seem win usa get shadow presiden"
0,"pollspolitics funnier alsmithdinner debate debate makeamericagreatagain"
-1,"peterdaou new video star little rascals women"
0,"torstareditor ddale toronto star front page friday just suggestion"
1,"cant teacher support via wordpressdotcom teacher"
0,"nothingscaresmebut thought naked"
0,"us elect possible repeat elect elect nuclearwar vía grtvnews"
0,"a law evidence since beginning rallies debate poll total landslide debate"
0,"fbmom alsmithdinner catholicspring scotus tedcruz mikepence"
-1,"peterdaou new video star little rascals women"
1,"arrow boooooooos room alsmithdinner well deserve hes funnier maddow"
0,"pollspolitics go far alsmithdinner debate debate makeamericagreatagain"
-1,"now gok blame media wonder wud next blame steelflyoverbeda chant"
1,"pokemongo fun al smith dinner elect"
1,"a law let make clear world want presiden retweet"
0,"cajunkangaroo just threw kitchen sink alsmithdinner fantastic"
0,"say hell accept result theelection win"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
0,"a law evidence since beginning rallies debate poll total landslide debate"
0,"watch roast new york event elect"
0,"cucapá chelasfortheband"
0,"a law evidence since beginning rallies debate poll total landslide debate"
-1,"peterdaou new video star little rascals women"
1,"a law let make clear world want presiden retweet"
0,"a law evidence since beginning rallies debate poll total landslide debate"
-1,"shit always mix together billclinton"
2,"someone obama brother malikobama attend debate lasvegas cheer said honest bara"
-7,"morintoon spoiled brat vile rude dishonest contempt fool morintoon elect debate"
-2,"barackobama call elect rhetoric danger uspresidentialdebatee"
-1,"guy run donaldtrumpdriven gotv quit week huh thought rather sink shipped just wives tale "
1,"a law let make clear world want presiden retweet"
0,"dailypollsx vote presiden retweet poll dailypoll elect"
0,"mhonividente prediccioncumplida aceptaría su derrota"
0,"a law evidence since beginning rallies debate poll total landslide debate"
-1,"idubbbztv zoopals meme nostalgia kid shit"
0,"vladimir putin plan destroy westamp look lot like via slate"
-1,"peterdaou new video star little rascals women"
0,"alsmithdinner catholicspring scotus tedcruz mikepence"
2,"senior staff quit final three week campaign thats good sign right trumppence"
-1,"peterdaou new video star little rascals women"
0,"yes need preparation h deal hemorrhoid"
2,"someone obama brother malikobama attend debate lasvegas cheer said honest bara"
2,"trumpapproved please make support proud alsmithdinner"
1,"jaimetennille receives ellis island medal honor natl ethnic coalition organizations w rosa parks ali"
0,"a law evidence since beginning rallies debate poll total landslide debate"
1,"a law let make clear world want presiden retweet"
1,"environews hilarious japanese animals goes viral elect world presiden environews"
1,"a law let make clear world want presiden retweet"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
0,"a law evidence since beginning rallies debate poll total landslide debate"
1,"jaimetennille receives ellis island medal honor natl ethnic coalition organizations w rosa parks ali"
1,"a law let make clear world want presiden retweet"
2,"canadawoodcock thank need good laugh last night intensity youre tremendous"
1,"environews hilarious japanese animals goes viral elect world presiden environews"
1,"jaimetennille receives ellis island medal honor natl ethnic coalition organizations w rosa parks ali"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
0,"a law ran material heres kitten leahr sandratxas shelbz"
1,"a law let make clear world want presiden retweet"
0,"willodonoghue georgebush letter billclinton elect done"
1,"a law let make clear world want presiden retweet"
1,"a law let make clear world want presiden retweet"
-1,"peterdaou new video star little rascals women"
1,"total accept elect result win hilaryclinton"
0,"voterfraud happen mustwatch stopsoros"
0,"pollspolitics funnier alsmithdinner debate debate makeamericagreatagain"
2,"someone obama brother malikobama attend debate lasvegas cheer said honest bara"
0,"pollspolitics funnier alsmithdinner debate debate makeamericagreatagain"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
-1,"headlinezoo certifiably insane"
1,"jaimetennille receives ellis island medal honor natl ethnic coalition organizations w rosa parks ali"
0,"a law ran material heres kitten leahr sandratxas shelbz"
-2,"healthranger elect total rig poll rig massive voter fraud demagogue hate democracia look"
-1,"certifiably insane"
-2,"debate slander become tool loser socrates debate hilaryclinton"
0,"propheteagleeye roast alsmithdinner"
0,"happen google search type find elect"
1,"a law let make clear world want presiden retweet"
0,"pollspolitics funnier alsmithdinner debate debate makeamericagreatagain"
0,"a law ran material heres kitten leahr sandratxas shelbz"
-1,"healthranger notice isnt wear american flag button wear flag hate"
-1,"ukfann think billclinton afraid show alsmithdinner scalded ass"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
2,"vicitrue wowzers im still awe fantastic want bodyguards next alsmithdinner votetrump"
1,"neverbeenpolled support"
-1,"wake im far concerned actions may said never hil"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
1,"a law let make clear world want presiden retweet"
-1,"healthranger final mentions obama huge cash payoff iran help build nuclearweapons unbelievable corrupti"
2,"trumpapproved please make support proud alsmithdinner"
0,"watch roast newyork event"
-2,"bet franco wonder fbi investigated rape allegation criminaljustice insane women"
-1,"dnc cheated berniesanders shouldnt think elect rig wikileaks dncleak"
2,"healthranger guarantee win natural news add significado gdp created job pay tax g"
-2,"kharyp uncle joe said may stupid know damage hes nevertrump imwithher"
1,"qworld accept result win duterte splits us"
2,"trumpapproved please make support proud alsmithdinner"
0,"pollspolitics funnier alsmithdinner debate debate makeamericagreatagain"
0,"healthranger obamacare true disaster smothering us economic promise final repeal debate"
2,"thank need good laugh last night intensity youre tremendous alsmithdinner"
0,"cnn stop exaggerating donlemon ac wolfblitzer danabashcnn outfrontcnn katebolduan"
0,"a law evidence since beginning rallies debate poll total landslide debate"
-1,"japanese tv news hosts fling huge disgust call woman trumptower tokyo ever huh"
0,"pollspolitics funnier alsmithdinner debate debate makeamericagreatagain"
-1,"peterdaou presiden obama scorches republican year toxic polit"
-1,"wake im far concerned actions may said never hil"
-3,"puppet kind downgraded american stupid hes threat h"
1,"a law let make clear world want presiden retweet"
1,"a law let make clear world want presiden retweet"
-1,"peterdaou new video star little rascals women"
0,"a law ran material heres kitten leahr sandratxas shelbz"
0,"a law ran material heres kitten leahr sandratxas shelbz"
0,"theinternetisundefeated"
2,"nezyesfandiari like like green egged ham therefore go drjillstein"
1,"a law let make clear world want presiden retweet"
0,"vicitrue wowowoe roast alsmithdinner see u behind magax dtmag catholic"
0,"pollspolitics funnier alsmithdinner debate debate makeamericagreatagain"
-2,"mrblackcat break news another woman went public storiche unwanted physical contact name karinav"
0,"johnrmoffitt disqualifies serves capacity"
-1,"th lie nation television"
0,"sqwabb analysis show lot donaldtrumpdriven support white want old disproportionate privileges back"
-1,"peterdaou new video star little rascals women"
1,"fattymcfunnyass someone tell stop smile hes rapeysmile"
1,"a law let make clear world want presiden retweet"
0,"a law ran material heres kitten leahr sandratxas shelbz"
1,"a law let make clear world want presiden retweet"
1,"environews hilarious japanese animals goes viral elect world presiden environews"
1,"jaimetennille receives ellis island medal honor natl ethnic coalition organizations w rosa parks ali"
0,"one candidacy look act presidential al smith dinner ps also funnier"
0,"pollspolitics funnier alsmithdinner debate debate makeamericagreatagain"
2,"trumpapproved please make support proud alsmithdinner"
0,"cajunkangaroo just threw kitchen sink alsmithdinner fantastic"
0,"mundoecpe y intercambian bromas en cena de caridad fotos"
0,"pollspolitics funnier alsmithdinner debate debate makeamericagreatagain"
0,"torito go go nevertrump politicalart lol joke progress progressivehumor"
2,"nezyesfandiari like like green egged ham therefore go drjillstein"
0,"riannarichards speech al smith dinner roast media alsmithdinner"
-7,"morintoon spoiled brat vile rude dishonest contempt fool morintoon elect debate"
-1,"emokylaren dont tell vote garyjohnson waste candidacy"
-2,"washtimes mercedes schlapp say donaldtrumpdriven voterfraud concerned ignorance elect"
-2,"washtimes mercedes schlapp say donaldtrumpdriven voterfraud concerned ignorance elect"
2,"like like green egged ham therefore go"
0,"barackobama"
0,"democratic need keep foot pedal next three week continue stophim"
0,"pollspolitics funnier alsmithdinner debate debate makeamericagreatagain"
-1,"peterdaou new video star little rascals women"
-1,"peterdaou presiden obama scorches republican year toxic polit"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
0,"joepiconi come storiche comeon gob donaldtrumpjr arresteddeveloment rncincle"
0,"a law ran material heres kitten leahr sandratxas shelbz"
0,"bettemidler sez im replied youre damn right im"
-2,"lmfaooooo donaldtrumpet trumptrain trumplogic ego narcissism arrogance childish stalker"
0,"a law ran material heres kitten leahr sandratxas shelbz"
0,"apoarently thought alfred e newman dinner alsmithdinner "
-2," criminal lie fbi samecrime star general jamescartwright ht"
0,"pollspolitics funnier alsmithdinner debate debate makeamericagreatagain"
1,"someone tell stop smile hes rapeysmile"
0," debate wakeupamerica draintheswamp november th vote"
2,"trumpapproved please make support proud alsmithdinner"
0,"vividly defended idea lateterm partial birth abortion boldly took st"
0,"a law ran material heres kitten leahr sandratxas shelbz"
0,"principles campaign teachablemoment brand guardian voice"
0,"principles campaign teachablemoment brand guardian voice"
0,"principles campaign teachablemoment brand guardian voice"
0,"face alsmithdinner hilaryclinton elect maga"
2,"trumpapproved please make support proud alsmithdinner"
0,"recognizes electionresults way see full cartoon debate"
0,"cajunkangaroo just threw kitchen sink alsmithdinner fantastic"
0,"a law ran material heres kitten leahr sandratxas shelbz"
1,"a law let make clear world want presiden retweet"
1,"accept us presidential elect result win"
-1,"sore loser best sopresidential"
0,"exchange jabbing dinner new york listen"
1,"keith olbermann delivered message support video ezkool p tcot"
0,"dailypollsx vote presiden retweet poll dailypoll elect"
-1,"peterdaou new video star little rascals women"
0,"a law evidence since beginning rallies debate poll total landslide debate"
-1,"djtdonaldtrump boo ny dinner say hate catholic watch via aol"
1,"a law let make clear world want presiden retweet"
